Name,Beta,Jensen Alpha,Sharpe Ratio,Treynor Ratio,Tracking Error,AUM
PREMIER ETF SMINFRA18,1.161001,-0.091802,0.488420,0.072313,-0.067429,82846186228.600006
Reksa Dana Manulife Syariah Sektoral Amanah Kelas A,0.792192,0.060353,0.417251,0.072351,0.061149,233444608851.000000
CIPTA PROTEKSI DINAMIS I,0.000000,0.000000,-2.456040,0.000000,-0.024238,226783041153.690002
Batavia Proteksi Maxima 19,0.000000,0.000000,-1.933639,0.000000,0.005134,88838818601.580002
Bahana Centrum Protected Fund 198,0.000000,0.000000,-2.056653,0.000000,0.001359,102710552461.910004
UOBAM Dana Membangun Negeri,0.204614,-0.020404,-3.083472,-0.127639,0.001803,22228538752.799999
RD TERPROTEKSI BNI-AM PROTEKSI SPEKTRA VIII,0.000000,0.000000,-1.399450,0.000000,0.049950,154200532581.700012
HPAM Ultima Protected III,0.000000,0.000000,-1.402138,0.000000,-0.001800,233742501113.809998
Phillip Money Market Fund Syariah Bermanfaat,0.000000,0.000000,-48.736145,0.000000,0.020259,3057782390.950000
SCHRODER DANA KOMBINASI,0.103550,-0.037397,-0.793145,-0.209764,-0.173106,1281889746039.000000
Capital Balanced Growth,0.756765,-0.113108,0.014826,0.001923,-0.149930,11590491993.750000
Bahana Berimbang Asabri Sejahtera,0.292514,-0.075369,-0.695429,-0.106275,-0.182472,10678922155.990000
Batavia Proteksi Maxima 23,0.000000,0.000000,-1.780587,0.000000,0.012244,179312185047.000000
Jarvis Money Market Fund,0.000000,0.000000,-35.965530,0.000000,0.029687,128471235397.720001
Pinnacle Sharia Money Market Fund,0.000000,0.000000,-21.802206,0.000000,0.037651,3085884285.760000
BNI-AM Proteksi Agathis,0.000000,0.000000,-2.693689,0.000000,0.003009,163880060235.559998
ARCHITAS DANA CAMPURAN,0.288881,-0.035636,0.205526,0.028027,-0.143288,3190425612.630000
PANIN DANA ULTIMA,0.991760,-0.032334,0.772039,0.118782,-0.033582,172211308103.809998
Pacific Equity Progresif Fund VI,0.397374,0.057673,1.135481,0.296520,-0.033556,13429095033.469999
TRAM PENDAPATAN TETAP USD,0.499557,-0.097392,-3.403550,-0.222875,-0.083420,867803.294670
Batavia Proteksi Maxima 20,0.000000,0.000000,-2.185457,0.000000,0.014915,159882564770.160004
Syailendra Money Market Fund 2,0.000000,0.000000,-2.371723,0.000000,0.029327,1021751834.000000
Avrist Ada Kas Intan,0.000000,0.000000,-11.100517,0.000000,0.003578,150307001766.220001
Mandiri Pasar Uang Syariah Ekstra,0.000000,0.000000,-40.295433,0.000000,0.021645,65211379387.739998
INSIGHT MONEY SYARIAH,0.000000,0.000000,-10.926422,0.000000,0.049456,265218196963.910004
VMI Dana Saham,0.000300,-0.075630,-46.501335,-252.137466,-0.226969,55857023276.379997
REKSA DANA SYARIAH PROSPERA SYARIAH SAHAM,0.270432,-0.295382,-1.765118,-1.096092,-0.292585,231933611751.790009
Batavia Proteksi Maxima 25,0.000000,0.000000,-1.365275,0.000000,0.006783,156389914884.100006
Mandiri Seri 178,0.000000,0.000000,-1.759187,0.000000,-0.011122,385524543427.070007
Sucorinvest Proteksi 22,0.000000,0.000000,-2.169896,0.000000,0.005116,55409320512.260002
Avrist Dana Sukuk Berkah Syariah 2,0.000000,0.000000,-2.063295,0.000000,-0.010553,26310107259.230000
Bahana Core Plus Protected Fund 147,0.000000,0.000000,0.000000,0.000000,0.000026,150782699.260000
PNM Investa 25,0.000000,0.000000,-1.703102,0.000000,0.008541,0.000000
Pinnacle Granditas Dynamic Balanced Fund,0.405216,0.039338,0.968036,0.248465,-0.050703,14466218686.260000
Mandiri Investa Dana Obligasi Seri II,0.899966,-0.020253,-1.986519,-0.050424,-0.017461,534561317288.760010
INVESTA DANA DOLLAR MANDIRI,0.263401,-0.127254,-8.303859,-0.511039,-0.106689,68081195.557930
Insight ETF FTSE Indonesia Low Volatility Factor Index,1.114549,-0.001743,1.089821,0.149821,0.015598,11262212761.120001
Syailendra Sharia Money Market Fund,0.000000,0.000000,-14.883136,0.000000,0.045158,108131455924.580002
KRESNA INDEKS 45,1.174392,0.003566,1.188230,0.154422,0.029967,209807986092.309998
DANAREKSA GEBYAR DANA LIKUID II,0.000000,0.000000,-1.076951,0.000000,0.048506,509148145764.609985
Syailendra Capital Protected Fund 43,0.000000,0.000000,-1.489661,0.000000,0.004580,156163560826.570007
TRIM Dana Tetap 2,0.322117,-0.009555,-1.723063,-0.057581,0.009371,329000851142.049988
Foster Equity Fund,0.488510,-0.012923,0.498683,0.124931,-0.090355,94243570948.369995
BNI-AM Proteksi Ramanda,0.000000,0.000000,-1.466366,0.000000,-0.180287,50063793.330000
Insight Tunas Bangsa Fund 2,0.234669,-0.027045,0.231287,0.036136,-0.142905,724900283378.660034
Ashmore Saham Dinamis Nusantara,1.122321,-0.065514,0.646213,0.093011,-0.046997,397275569852.219971
SAM Dana Kas,0.000000,0.000000,-11.527101,0.000000,0.031331,55929249624.620003
Insight Terproteksi 48,0.000000,0.000000,-1.193732,0.000000,0.022112,209011105191.820007
MANDIRI SERI 63,0.000000,0.000000,-2.148764,0.000000,-0.012090,75948963256.250000
BNI-AM PROTEKSI XXXVII,0.000000,0.000000,-1.388961,0.000000,0.006556,153355482598.940002
HPAM SYARIAH EKUITAS,0.597144,0.062421,0.387125,0.100699,0.063965,286476974767.960022
GURU,0.257266,-0.038912,0.000912,0.000132,-0.151351,747199424167.000000
PRINCIPAL ISLAMIC EQUITY GROWTH SYARIAH,0.775389,-0.038115,-0.309029,-0.052990,-0.037254,109862634666.250000
HPAM ULTIMA MONEY MARKET,0.000000,0.000000,-8.664142,0.000000,0.046047,654544066785.089966
Mandiri Seri 198,0.000000,0.000000,-2.441667,0.000000,-0.021900,53797759844.529999
VALBURY EQUITY I,0.512490,0.161607,1.739496,0.466721,0.087805,285046494635.900024
Garuda Satu,0.216978,-0.056578,-0.632201,-0.109368,-0.175115,74367255831.979996
BNI-AM DANA LANCAR SYARIAH,0.000000,0.000000,-17.887083,0.000000,0.030293,63293215839.699997
EASTSPRING INVESTMENTS YIELD DISCOVERY KELAS A,0.384615,-0.080120,-4.902596,-0.236231,-0.062939,137199391558.250000
REKSA DANA FWD ASSET AGGRESSIVE BALANCED FUND,0.628415,-0.077772,0.214826,0.027626,-0.134024,20866160640.549999
PRINCIPAL CASH FUND,0.000000,0.000000,-19.565027,0.000000,0.031932,1173982366894.600098
BATAVIA PROTEKSI CEMERLANG 18,0.000000,0.000000,-2.009258,0.000000,0.001457,132519564331.229996
Cipta Proteksi IX,0.000000,0.000000,-1.971710,0.000000,-0.022635,51136879255.860001
Cipta Kasih Berimbang,0.152039,-0.095368,-1.605997,-0.475872,-0.223736,1542451744.570000
Bahana Centrum Protected Fund 202,0.000000,0.000000,-2.114870,0.000000,0.002448,305617316708.719971
BATAVIA PROTEKSI GEMILANG 16,0.000000,0.000000,-3.307743,0.000000,-0.044380,55152471071.000000
Reksa Dana BNP Paribas Prima II Kelas RK1,0.729243,-0.027234,-2.584470,-0.065265,-0.019675,843815871198.219971
KISI Fixed Income Fund,0.811420,-0.015479,-1.827653,-0.046995,-0.010214,290594215567.460022
PRINCIPAL CPF XIX,0.000000,0.000000,-1.507122,0.000000,-0.002431,227101543032.779999
BNI-AM PROTEKSI XLVI,0.000000,0.000000,-1.843080,0.000000,0.026236,106542825998.440002
PROSPERA BUMN GROWTH FUND,1.083745,-0.090083,0.513995,0.068263,-0.077405,86169145698.759995
SYARIAH BNP PARIBAS CAKRA SYARIAH USD KELAS RK1,0.000000,0.000000,-0.826995,0.000000,-0.035051,273345839.409060
Danareksa Proteksi 70,0.000000,0.000000,-1.272809,0.000000,0.006418,87388396601.630005
Valbury Money Market I,0.000000,0.000000,-5.710233,0.000000,0.051675,12435740711.959999
PRINCIPAL INDO DOMESTIC EQUITY FUND,1.070771,-0.083026,0.557435,0.073846,-0.072312,26625209996.099998
PNM SAHAM UNGGULAN,1.035853,0.014124,1.226154,0.165020,0.019551,166555127651.980011
Sucorinvest Proteksi 40,0.000000,0.000000,-0.388585,0.000000,0.030458,182171429590.109985
BNP PARIBAS INFRASTRUKTUR PLUS,1.177577,-0.081617,0.638262,0.082076,-0.054735,913738997199.469971
STAR Sharia Money Market,0.000000,0.000000,-3.459689,0.000000,0.031226,156051561707.790009
CIPTA PRIMA,0.956253,-0.091786,0.411930,0.055399,-0.098409,35160863794.019997
Mandiri Seri 179,0.000000,0.000000,-2.231994,0.000000,-0.021308,195024085563.500000
Simas Dana Ekuitas,1.174543,-0.061238,0.759327,0.099247,-0.034815,106650213393.770004
KISI Equity Fund,1.202964,0.107622,1.732012,0.240849,0.138348,268725147129.369995
PRATAMA DANA ATRAKTIF SAHAM,1.103576,-0.094615,0.473762,0.065650,-0.078935,50150940740.230003
SAM Global Sharia Equity Dollar,0.000000,0.000000,-0.779387,0.000000,-0.022818,1313026.366590
MANDIRI OBLIGASI UTAMA 2,0.641341,-0.065026,-3.139499,-0.129311,-0.055013,1299688876163.600098
BATAVIA PRIMA OBLIGASI,0.110102,-0.082708,-3.697780,-0.779114,-0.057863,1070724378820.859985
Sucorinvest Proteksi 32,0.000000,0.000000,-0.686492,0.000000,0.010643,113593923023.600006
RD BAHANA LIQUID PRIORITY FUND,0.000000,0.000000,1.925787,0.000000,0.157812,200255239246.070007
BAHANA E OPTIMA PROTECTED FUND 124,0.000000,0.000000,-2.345072,0.000000,-0.036536,107689000898.259995
Simas Pendapatan Tetap Andalan,0.003075,-0.014335,-4.119708,-4.689835,0.013498,91484153662.690002
Mega Asset Terproteksi 16,0.000000,0.000000,-0.594671,0.000000,0.046278,26978551117.880001
PRATAMA DANA ALPHA SAHAM,1.062541,-0.085836,0.509671,0.070601,-0.076368,44575954437.769997
Mandiri Pasar Uang Optima 2,0.000000,0.000000,-24.389069,0.000000,0.029795,252255608831.410004
Indosterling Pasar Uang,0.000000,0.000000,-19.812630,0.000000,-0.006612,318463072.930000
MEGA DANA RIDO TIGA,0.516064,0.011180,-0.194327,-0.006255,0.024691,249066806902.500000
PAM Syariah Liquid Dana Safa,0.000000,0.000000,-29.215092,0.000000,0.015084,1461826425.530000
RD TRIM SYARIAH BERIMBANG,0.716466,0.069757,0.487367,0.093530,0.070844,45589685512.320000
I-HAJJ SYARIAH FUND,-0.016160,0.002513,0.941352,-0.183428,0.030883,275505093857.580017
REKSA DANA TERPROTEKSI MAYBANK CPF INSTITUSI 4,0.000000,0.000000,-0.998378,0.000000,0.003451,103019573236.979996
Bahana Progressive Protected Fund 201,0.000000,0.000000,-0.704906,0.000000,0.025460,78503105806.889999
ASHMORE DANA PROGRESIF NUSANTARA,1.130761,-0.078364,0.620888,0.082083,-0.058569,1999869151274.000000
Lautandhana Pasar Uang Syariah,0.000000,0.000000,-38.417198,0.000000,0.027825,25053913717.490002
Bahana Investasi Kas,0.000000,0.000000,0.441390,0.000000,0.098700,100251297117.240005
REKSA DANA INSIGHT-METI RENEWABLE ENERGY FUND,-0.035547,-0.010644,-0.897664,0.271506,0.018268,11391149102.330000
PNM Terproteksi Investa 31,0.000000,0.000000,-1.149558,0.000000,0.020209,10963675946.440001
Terproteksi Panin 1,0.000000,0.000000,-0.648586,0.000000,0.027383,326490298055.390015
Mandiri Seri 144,0.000000,0.000000,-1.720105,0.000000,-0.007990,147714151326.549988
BNI-AM Proteksi Ebony,0.000000,0.000000,-1.506061,0.000000,-0.493221,150552556306.679993
Bahana Centrum Protected Fund 185,0.000000,0.000000,-1.496026,0.000000,0.007894,53819375008.550003
MAYBANK DANA PASAR UANG,0.000000,0.000000,-16.020727,0.000000,0.044136,627456032054.000000
MR Bond Kresna,0.035665,-0.005274,-0.362228,-0.175809,0.021649,97386845820.179993
RD TRIM SYARIAH SAHAM,0.903417,0.091076,0.522766,0.096980,0.091447,137014920784.479996
MANULIFE OBLIGASI UNGGULAN KELAS A,0.365861,-0.115512,-2.691784,-0.343645,-0.097807,1087379312787.689941
HPAM GOVERNMENT BOND,0.746684,-0.022159,-1.869866,-0.057596,-0.015087,8302979939.950000
SEQUIS EQUITY MAXIMA,1.134722,-0.069039,0.729033,0.090543,-0.048644,1587227168894.419922
Corpus Bond Plus,-0.046458,0.006406,0.291464,-0.165806,0.035622,12703525264.000000
Aurora Saham Progresif,0.019723,-0.138723,-0.902842,-6.882219,-0.287122,3146532650.540000
Jasa Capital Campuran Harmonis,0.788544,0.111191,1.588092,0.292393,0.079180,13741394976.629999
BNI-AM Dana Pendapatan Tetap Kastara,0.872950,-0.045761,-2.689723,-0.080340,-0.042214,197377266209.010010
SCHRODER 90 PLUS EQUITY FUND,1.064224,-0.067061,0.673375,0.088371,-0.057339,1199025852344.739990
SIMAS SAHAM BERTUMBUH,1.157860,-0.019381,1.048119,0.134646,0.004517,41812448665.970001
MEGA DANA STABIL,0.505642,-0.077291,-2.723262,-0.180777,-0.063489,388910299142.359985
Pacific Balance Fund III,0.322990,0.012491,0.675898,0.190057,-0.089998,98136327615.050003
Avrist Dana Spirit 5,0.000000,0.000000,-1.309336,0.000000,0.003641,35778955305.309998
Danareksa ETF Indonesia Top 40,1.160234,-0.014605,1.062001,0.138797,0.009652,672938223334.420044
Danareksa Proteksi Gebyar 2,0.000000,0.000000,-2.023137,0.000000,-0.026513,232027641008.839996
PINNACLE MONEY MARKET FUND,0.000000,0.000000,-14.417423,0.000000,0.045686,88490164664.710007
PINNACLE DANA PRIMA,0.247899,-0.124005,-1.288695,-0.348840,-0.237862,614301877126.359985
BNP PARIBAS PRIMA USD,0.520439,-0.132296,-4.559275,-0.282120,-0.118907,53402162.787150
MNC DANA SYARIAH BAROKAH,0.000000,0.000000,-17.621658,0.000000,0.042214,23895215572.279999
REKSA DANA CIPTA EQUITY PLUS,1.380105,-0.082811,0.171281,0.091381,-0.025269,26838429122.660000
NIKKO INDONESIA EQUITY FUND,1.138834,0.007670,1.053543,0.158120,0.028687,29385326601.590000
PNM Ekuitas Syariah,0.921072,0.037294,0.223863,0.036656,0.037596,13969903633.309999
CIMB PRINCIPAL CPF XX,0.000000,0.000000,-1.849078,0.000000,0.008471,102543418566.389999
BNI-AM DANA PENDAPATAN TETAP SYARIAH ARDHANI,0.427697,-0.007696,-1.519031,-0.045914,0.008282,392028864123.419983
PNM DANA TUNAI,0.000000,0.000000,-35.259762,0.000000,0.028355,402175169548.919983
RHB INDO-ASIA EQUITY FUND,0.997390,-0.120469,0.235484,0.030600,-0.120865,63461249747.699997
OSO MOLUCCAS EQUITY FUND,0.797794,0.061442,1.607622,0.228399,0.030831,148290800815.049988
I AM BOND FUND,0.796134,-0.037672,-2.530618,-0.075237,-0.031980,479930123464.760010
Simas Satu,0.833040,-0.090543,0.303500,0.042695,-0.115818,105582465440.229996
PREMIER OBLIGASI,0.139079,-0.093844,-4.061158,-0.702673,-0.069808,267396848268.299988
MANULIFE PENDAPATAN BULANAN II,0.324163,-0.070409,-6.692816,-0.245120,-0.051540,11823621794173.000000
SEQUIS BOND OPTIMA,0.366388,-0.030072,-3.496794,-0.109995,-0.012382,37523811186.180000
Simas Gemilang 18,0.000000,0.000000,0.322019,0.000000,0.073351,134395862582.039993
Ashmore Dana Obligasi Unggulan Nusantara,0.338036,-0.089396,-4.993662,-0.292375,-0.070914,7833438814495.000000
SAM Dana Obligasi Strategis,0.406672,-0.027197,-2.317430,-0.094797,-0.010632,99932474427.330002
Danareksa Proteksi 66,0.000000,0.000000,-0.923484,0.000000,-0.006917,132053499556.949997
Panin 9,0.000000,0.000000,-2.229097,0.000000,-0.039433,238870796436.950012
TRAM INFRASTRUCTURE PLUS,1.069256,-0.044056,0.813688,0.110182,-0.033572,33068700914.000000
Bahana Likuid Plus,0.000000,0.000000,-28.404242,0.000000,0.034173,1868384264061.469971
BNI-AM Proteksi Alstonia,0.000000,0.000000,-1.410376,0.000000,0.008609,171935037532.359985
Bahana Stellar Equity Fund,1.147742,-0.043644,0.871944,0.113359,-0.021278,1119203940467.169922
REKSA DANA TERPROTEKSI STAR PROTECTED IX,0.000000,0.000000,-1.176275,0.000000,0.007399,132192550764.500000
MAJORIS PASAR UANG INDONESIA,0.000000,0.000000,-6.375279,0.000000,0.036693,63099490160.699997
Insight Terproteksi 16,0.000000,0.000000,-2.980135,0.000000,-0.014962,88650382805.279999
Syailendra Capital Protected Fund 26,0.000000,0.000000,-0.316421,0.000000,0.062356,0.000000
RD PNM PASAR UANG SYARIAH,0.000000,0.000000,-34.974300,0.000000,0.028337,10024287686.660000
BNI-AM PROTEKSI UMBARA,0.000000,0.000000,-1.645866,0.000000,0.008402,108569002449.970001
PANIN DANA US DOLLAR,0.214072,-0.125264,-1.625874,-0.433767,-0.244242,9294431.941590
Batavia Proteksi Maxima 5,0.000000,0.000000,-2.679042,0.000000,-0.034773,946923.000000
SYARIAH BAHANA PENDAPATAN TETAP SYARIAH GENERASI GEMILANG,0.398494,-0.012951,-1.968512,-0.060420,0.003842,11999542378.799999
SYARIAH MANDIRI GLOBAL SHARIA EQUITY DOLLAR KELAS A,0.000000,0.000000,-1.791273,0.000000,-0.291093,124173074.030310
Avrist Dana Terproteksi Spirit 1,0.000000,0.000000,-0.729769,0.000000,0.025909,39837691819.320000
SCHRODER DYNAMIC BALANCED FUND,0.897168,-0.087950,0.410273,0.053354,-0.103518,142661911741.000000
SIMAS SATU PRIMA,0.914669,-0.125878,0.101877,0.013763,-0.138796,48028437312.290001
PENDAPATAN TETAP ABADI 2,0.838555,-0.089497,-2.341014,-0.134646,-0.084989,674687602229.000000
Premier ETF FTSE Indonesia ESG,1.151106,0.029681,1.318022,0.177169,0.052556,15388869561.650000
BNI-AM DANA PENDAPATAN TETAP,0.646215,-0.088915,-3.655725,-0.164955,-0.079235,1041656210409.979980
Syailendra Index IDX30,1.128659,0.009355,1.203973,0.159674,0.028832,24210345899.060001
BNI-AM Proteksi Redwood,0.000000,0.000000,-1.509869,0.000000,-0.494568,58662314865.180000
EASTSPRING INVESTMENTS ALPHA NAVIGATOR KELAS A,1.109891,-0.007133,1.116684,0.144958,0.009503,127827807798.949997
Insight Terproteksi 47,0.000000,0.000000,-2.135894,0.000000,-0.028394,17104274397.639999
RHB FIXED INCOME FUND 2,0.818990,-0.019035,-2.042465,-0.051162,-0.013982,83119695979.899994
RDT BNIAM PROTEKSI SRIWIJAYA SERI VII,0.000000,0.000000,-2.307257,0.000000,-0.002116,377273650203.250000
PRINCIPAL BUKAREKSA PASAR UANG,0.000000,0.000000,-15.158688,0.000000,0.019105,12101933976.209999
Asia Raya Saham Unggulan Syariah,0.000000,-0.070784,0.000000,0.000000,-0.065242,59199500931.440002
SYAILENDRA CAPITAL PROTECTED FUND 7,0.000000,0.000000,-1.509762,0.000000,0.000200,248979533867.309998
SCHRODER DANA MANTAP PLUS II,0.799266,-0.056660,-2.298729,-0.098810,-0.051056,2477235390096.549805
CAPITAL OPTIMAL EQUITY,1.069853,-0.121721,0.297101,0.037611,-0.111147,16992123633.480000
Pacific Equity Growth Fund VI,0.429205,0.032581,0.832620,0.227295,-0.053828,40653897256.889999
Batavia Proteksi Ultima 15,0.000000,0.000000,-0.915388,0.000000,0.024987,0.010000
Valbury Investasi Berimbang,0.491714,-0.049008,0.288843,0.051717,-0.125955,11944594198.090000
LAUTANDHANA GROWTH FUND,1.129452,-0.171863,-0.005643,-0.000780,-0.152266,25146572832.930000
SUCORINVEST EQUITY FUND,0.867658,0.069668,1.392046,0.231680,0.049634,1896667188735.000000
Shinhan Money Market Fund,0.000000,0.000000,-24.801918,0.000000,0.036330,154206021815.309998
SYAILENDRA DANA INVESTASI DINAMIS,0.508386,-0.143373,-0.840200,-0.130631,-0.217796,1200786351762.030029
Principal Philanthropy Social Impact Bond Fund,0.111410,-0.020381,-1.169848,-0.210853,0.004428,2093794555.000000
BATAVIA DANA SAHAM OPTIMAL,1.142611,-0.078327,0.640999,0.082834,-0.056738,622175627027.280029
Manulife Dana Saham Kelas I1,1.123967,-0.047332,0.831371,0.109273,-0.028566,1891056221843.340088
MNC DANA TERPROTEKSI III,0.000000,0.000000,-7.306648,0.000000,0.054404,253263010723.239990
REKSA DANA BATAVIA CAMPURAN GEMILANG,0.178782,-0.029300,-0.071902,-0.012501,-0.153620,230654387926.670013
BNP Paribas Obligasi Gemilang,0.336980,-0.028215,-0.870519,-0.111648,-0.009704,124625482130.830002
SYARIAH CAPITAL SHARIA EQUITY,0.036460,0.012059,0.063545,0.326906,0.015753,117533759899.800003
Batavia Proteksi Maxima 6,0.000000,0.000000,-2.080563,0.000000,-0.017197,149363500673.059998
Danareksa Melati Pendapatan Tetap Utama,0.139612,-0.092892,-3.565284,-0.693274,-0.068870,755882794558.050049
Mandiri Seri 222,0.000000,0.000000,-2.245833,0.000000,0.000342,106388919505.000000
MANULIFE INDONESIA MONEY MARKET FUND,0.000000,0.000000,-37.018185,0.000000,0.028615,4615077840119.000000
LAUTANDHANA PROTEKSI DINAMIS OPTIMA,0.000000,0.000000,-1.999630,0.000000,-0.017856,57625812929.959999
MILLENIUM EQUITY PRIMA PLUS,0.064022,-0.124229,-3.020472,-1.789026,-0.265922,115082279190.679993
PREMIER CAMPURAN FLEKSIBEL,0.993800,-0.144650,0.041157,0.005833,-0.145588,5609858641.030000
SYARIAH INSIGHT SIMAS ASNA PENDAPATAN TETAP SYARI,0.339478,0.024023,1.286381,0.042846,0.042464,945667202597.010010
Bahana Centrum Protected Fund 207,0.000000,0.000000,-1.868148,0.000000,0.007574,96613301249.899994
SCHRODER DANA PRESTASI PRIMA,1.063213,-0.077278,0.608095,0.078702,-0.067708,1303536963909.000000
MAJORIS SAHAM SYARIAH INDONESIA,0.819010,-0.044410,-0.514297,-0.087566,-0.038375,6440580132.820000
Pacific Equity Progresif Fund III,0.429343,0.054101,1.087670,0.277394,-0.032287,73971761640.919998
PANIN DANA SYARIAH SAHAM,0.708491,0.112000,0.763150,0.154250,0.113118,226081056968.019989
PANIN DANA PENDAPATAN BERKALA,0.341586,-0.058272,-3.239217,-0.198510,-0.039889,275570620410.619995
SYARIAH PNM SUKUK NEGARA SYARIAH,0.623979,-0.074591,-2.054821,-0.147461,-0.064093,10137725785.120001
Mandiri Seri 236,0.000000,0.000000,-2.208983,0.000000,-0.024480,208435630097.000000
MANDIRI OBLIGASI OPTIMA,0.495798,-0.021844,-2.093539,-0.071977,-0.007767,445358899554.349976
PANIN DANA INFRASTRUKTUR BERTUMBUH,1.057866,0.027411,1.275986,0.177297,0.036171,100320912206.300003
UOBAM Terproteksi 003,0.000000,0.000000,-2.228966,0.000000,0.003919,106132396712.880005
PANIN DANA CAMPURAN GEMILANG,0.675800,-0.017980,0.877808,0.124779,-0.067059,135008593644.229996
PNM Syariah,0.503853,0.035302,0.391298,0.066231,0.037204,10555861275.129999
SIMAS DANAMAS SAHAM,1.129171,-0.103077,0.449023,0.060099,-0.083523,46697378887.599998
BNI-AM Proteksi Agastya,0.000000,0.000000,-2.739990,0.000000,-0.030743,81263033482.479996
Trimegah Saham Nusantara,1.133381,-0.057684,0.761539,0.100489,-0.037492,1905361765527.909912
RHB ALPHA SECTOR ROTATION,1.081231,-0.163133,0.003854,0.000507,-0.150836,204790684829.820007
SUCORINVEST MONEY MARKET FUND,0.000000,0.000000,-9.738826,0.000000,0.053407,9987065716907.000000
Cipta GTWS Equity,1.070721,-0.012272,1.086004,0.139923,-0.001566,78319159351.160004
Danareksa Seruni Pasar Uang Syariah,0.000000,0.000000,-6.934969,0.000000,0.036580,49220498872.029999
Eastspring Proteksi Citadel 3,0.000000,0.000000,-2.314384,0.000000,-0.015678,132048617225.220001
Wanteg Diversity Fund,0.847475,-0.108090,0.120825,0.023841,-0.131180,10555028488.100000
BAHANA PRIME INCOME FUND,0.600789,0.005786,-0.613333,-0.018288,0.016932,1923199659540.449951
SYARIAH MAYBANK DANA EKUITAS SYARIAH,0.618594,0.217039,1.613650,0.347025,0.218501,205102258205.809998
Eastspring Proteksi Citadel 2,0.000000,0.000000,-3.479831,0.000000,-0.028219,37384326710.139999
MEGA ASSET MADANIA SYARIAH,0.126229,-0.020323,-0.384810,-0.167441,-0.014698,3082180834.540000
Syailendra Capital Protected Fund 31,0.000000,0.000000,-2.636018,0.000000,-0.007799,67406703823.099998
I AM EQUITY FUND,0.925053,-0.245108,-0.679279,-0.113581,-0.256454,15289256360.680000
Cipta Proteksi XIII,0.000000,0.000000,-1.817808,0.000000,-0.009191,171248511007.799988
MAM Balanced Fund,0.789637,-0.007682,1.084072,0.141657,-0.039528,46646415006.639999
REKSA DANA TERPROTEKSI SAM DANA OBLIGASI TERPROTEKSI 4,0.000000,0.000000,-0.703045,0.000000,-0.010160,71448102256.449997
Manulife Saham Syariah Global Dividen Dolar As Kelas A2,0.000000,0.000000,-0.718321,0.000000,-0.029743,929967.382060
Mandiri Seri 129,0.000000,0.000000,-0.695129,0.000000,0.042546,50545911329.050003
Maybank CPF Institusi 8,0.000000,0.000000,-1.367516,0.000000,0.008682,159680984325.410004
INSIGHT PLAN,0.250425,-0.044679,-0.195456,-0.027028,-0.158153,30876819218.869999
SUCORINVEST FLEXI FUND,0.339820,0.028034,0.871371,0.233882,-0.071907,297305914707.000000
TRAM PUNDI KAS 2,0.000000,0.000000,-41.177650,0.000000,0.028205,1024053417996.680054
PRATAMA DANA DINAMIS SAHAM,1.077143,-0.094024,0.462272,0.064095,-0.082345,110055283087.990005
Avrist ETF Fixed Rate Bond I,0.480151,-0.069039,-2.152589,-0.171706,-0.054526,18038168064.830002
Reksa Dana Cipta Dana Obligasi,0.570931,0.021626,0.144546,0.009959,0.033605,35330242658.430000
BAHANA PENDAPATAN TETAP BERSINAR,0.456145,-0.098313,-2.118304,-0.243449,-0.083129,181431816996.589996
Jasa Capital Saham Progresif,0.281342,-0.145330,-1.675619,-0.370391,-0.250375,60683217163.059998
LAUTANDHANA SAHAM SYARIAH,0.825436,-0.017489,-0.137165,-0.025021,-0.016820,10308333707.410000
SAM CENDRAWASIH FUND,0.241703,-0.066710,-2.217243,-0.303919,-0.045539,706341819347.410034
Majoris Capital Protected Fund Indonesia,0.000000,0.000000,-3.374932,0.000000,-0.009936,159946984702.200012
PAN ARCADIA DANA SAHAM BERTUMBUH,0.939954,0.333618,1.251391,0.506315,0.324528,981127444183.170044
INSIGHT SCHOLARSHIP FUND,0.531019,-0.026495,-1.230504,-0.077813,-0.013401,799105145374.119995
INSIGHT WEALTH (I-WEALTH),1.122050,-0.117764,0.347958,0.046431,-0.099287,61417992765.400002
Panin Dana Berdedikasi,1.134209,-0.065208,0.699688,0.093893,-0.044891,658350761322.209961
Trimegah Pendapatan Tetap Prima Syariah,0.517574,-0.059973,-2.411181,-0.143793,-0.046504,72663173466.729996
Cipta Dana Kas Syariah,0.000000,0.000000,-26.121443,0.000000,0.019506,5276130061.730000
Simas Balance Gemilang,0.007291,0.000076,0.054056,0.161812,-0.150205,96095815704.860001
INSIGHT GREEN (I-GREEN),0.230366,-0.031902,0.091651,0.012903,-0.148412,61449933498.760002
Star Fixed Income Dollar,0.160495,-0.275990,-2.810644,-1.747550,-0.252545,6945787.116790
Premier ETF Index IDX30,1.171843,0.042619,1.411242,0.187754,0.068634,16511962027.340000
REKSA DANA SYARIAH BAHANA USD GLOBAL SHARIA EQUITIES,0.000000,0.000000,-0.306957,0.000000,0.023782,11874017.118310
Batavia Proteksi Ultima 11,0.000000,0.000000,-97.533562,0.000000,0.000763,1501486308.850000
Eastspring Syariah Greater China Equity USD Kelas A,0.000000,0.000000,-1.800248,0.000000,-0.417573,11926648.877420
Ganesha Abadi Kelas G,0.210668,-0.029871,-3.207120,-0.169713,-0.007834,102044065435.869995
Manulife Dana Kas Syariah,0.000000,0.000000,-30.207228,0.000000,0.020043,112468814029.429993
